source,title,article_brief,datetime
/news-releases/rei-co-op-to-open-store-in-marina-del-rey-california-in-spring-2023-301686557.html,,"Specialty outdoor retailer REI Co-op will open a new store in Marina del Rey, California in spring 2023. The location will offer a wide assortment of ...",2022-12-07 15:33:14.763348
/news-releases/sun-life-redeems-series-2017-1-subordinated-unsecured-2-75-fixedfloating-debentures-301686529.html,,"TORONTO, Nov. 23, 2022 /PRNewswire/ - Sun Life Financial Inc. (TSX: SLF) (NYSE: SLF) announced today that it completed the redemption of all of its...",2022-12-07 15:33:14.763348
/news-releases/suburban-propane-partners-lp-annual-report-available-online-301686211.html,,"Suburban Propane Partners, L.P. (NYSE:SPH), today announced that it has filed its Annual Report on Form 10-K for its fiscal year ended September 24,...",2022-12-07 15:33:14.763348
/news-releases/huawei-realiza-cupula-de-estudantes-latino-americanos-de-tic-com-unesco-e-efe-899170617.html,,"A Huawei realiza, de 24 a 26 de novembro na Cidade do México, em conjunto com a UNESCO e a agência de notícias EFE, o primeiro Talent Summit Latam de ...",2022-12-07 15:33:14.763348
/news-releases/aris-mining-files-national-instrument-43-101-technical-report-for-its-updated-marmato-expansion-pfs-301686555.html,,"VANCOUVER, BC, Nov. 23, 2022 /PRNewswire/ - Aris Mining Corporation (Aris Mining or the Company) (TSX: ARIS) (OTCQX: TPRFF) announces it has filed an ...",2022-12-07 15:33:14.763348
/news-releases/kingswood-acquisition-corp-announces-extension-of-time-to-consummate-business-combination-301686553.html,,"Kingswood Acquisition Corp. (""we"", ""us"", ""our"", or the ""Company""), has announced today that it was exercising its option to extend the time available ...",2022-12-07 15:33:14.763348
/news-releases/jim-janczy-joins-newfed-mortgage-as-evp-chief-production-officer-301686548.html,,Jim Janczy comes to NewFed Mortgage as an industry-recognized leader with a career that spans over the past 25 years. He will be responsible for...,2022-12-07 15:33:14.763348
/news-releases/national-restaurant-association-statement-on-the-release-of-83-million-in-restaurant-revitalization-fund-grants-301686547.html,,"Today, the Small Business Administration (SBA) announced the release of $83 million dollars in unobligated Restaurant Revitalization Fund (RRF)...",2022-12-07 15:33:14.763348
/news-releases/bit-mining-limited-to-hold-annual-general-meeting-on-december-26-2022-301685971.html,,"BIT Mining Limited (NYSE: BTCM) (""BIT Mining,"" ""the Company,"" ""we,"" ""us,"" or ""our company""), a leading technology-driven cryptocurrency mining...",2022-12-07 15:33:14.763348
/news-releases/greenpower-announces-appointment-of-bdo-as-its-new-auditor-301686521.html,,"GreenPower Motor Company Inc. (Nasdaq: GP) (TSXV: GPV) (""GreenPower"" or the ""Company""), a leading manufacturer and distributor of zero emission...",2022-12-07 15:33:14.763348
/news-releases/it-asset-disposition-itad-market-report-2022-need-to-manage-aging-equipment-in-a-sustainable-way-drives-growth-301686451.html,,"The ""IT Asset Disposition (ITAD) Market Size, Market Share, Application Analysis, Regional Outlook, Growth Trends, Key Players, Competitive...",2022-12-07 15:33:14.763348
/news-releases/niagara-mohawk-power-corporation-declares-preferred-stock-dividends-301686544.html,,"Niagara Mohawk Power Corp. (the ""Company""), an indirect subsidiary of National Grid USA (""National Grid""), announced that its Board of Directors has...",2022-12-07 15:33:14.763348
/news-releases/canada-releases-its-2022-new-wheat-crop-report-301686542.html,,"Each fall, farmers work against the clock to harvest their wheat crops. It's then up to the technical staff at Cereals Canada and the Canadian Grain...",2022-12-07 15:33:14.763348
/news-releases/kinecta-federal-credit-union-provided-holiday-meals-to-more-than-1-300-families-in-the-49th-annual-holiday-food-drive-301686541.html,,"Kinecta Federal Credit Union was joined by community leader Sweet Alice Harris on Sunday, November 20, 2022, to distribute holiday meals to families...",2022-12-07 15:33:14.763348
/news-releases/lufax-reports-third-quarter-2022-financial-results-301686199.html,,"Lufax Holding Ltd (""Lufax"" or the ""Company"") (NYSE: LU), a leading technology-empowered personal financial services platform in China, today...",2022-12-07 15:33:14.763348
/news-releases/eltek-declares-a-cash-dividend-of-0-17-per-share-301686340.html,,"Eltek Ltd. (NASDAQ: ELTK), a global manufacturer and supplier of technologically advanced solutions in the field of printed circuit boards, announced ...",2022-12-07 15:33:14.763348
/news-releases/givex-announces-update-on-continuance-and-name-change-301686493.html,,"TORONTO, Nov. 23, 2022 /PRNewswire/ - Givex Information Technology Group Limited (TSX: GIVX) (OTCQX: GIVXF) (the ""Company"" or ""Givex"") announces that ...",2022-12-07 15:33:14.763348
/news-releases/talon-1-acquisition-corp-announces-receipt-of-notice-from-nasdaq-regarding-late-form-10-q-filing-301686483.html,,"Talon 1 Acquisition Corp. (the ""Company"") announced today that, on November 22, 2022, it received a notice (the ""Notice"") from the Listing...",2022-12-07 15:33:14.763348
/news-releases/structural-health-monitoring-global-market-to-reach-3-8-billion-by-2027-at-a-cagr-of-14-5-301686450.html,,"The ""Structural Health Monitoring Market: Global Industry Trends, Share, Size, Growth, Opportunity and Forecast 2022-2027"" report has been added to...",2022-12-07 15:33:14.763348
/news-releases/graphite-one-announces-insider-participation-in-closing-of-private-placement-301686503.html,,"VANCOUVER, BC, Nov. 23, 2022 /PRNewswire/ - Graphite One Inc. (TSXV: GPH) (OTCQX: GPHOF) (""Graphite One"" or the ""Company"") refers to the November 20, ...",2022-12-07 15:33:14.763348
/news-releases/adhesive-tapes-market-global-market-to-reach-80-billion-by-2030-at-a-cagr-of-6-2-301686444.html,,"The ""Adhesive Tapes Market Size, Market Share, Application Analysis, Regional Outlook, Growth Trends, Key Players, Competitive Strategies and...",2022-12-07 15:33:14.763348
/news-releases/ellomay-capital-ltd-announces-2022-annual-general-meeting-of-shareholders-301686472.html,,"Ellomay Capital Ltd. (NYSE American: ELLO) (TASE: ELLO) (""Ellomay"" or the ""Company""), a renewable energy and power generator and developer of...",2022-12-07 15:33:14.763348
/news-releases/la-conference-internationale-dechange-sur-la-medecine-traditionnelle-chinoise-du-jiangsu-a-debute-a-nankin-301686522.html,,"Le 21 novembre, la « conférence internationale d'échanges sur la médecine traditionnelle chinoise du Jiangsu », parrainée conjointement par le bureau ...",2022-12-07 15:33:14.763348
/news-releases/northstar-reports-third-quarter-2023-financial-results-301686356.html,,"VANCOUVER, BC, Nov. 23, 2022 /PRNewswire/ - Northstar Clean Technologies Inc. (TSXV: ROOF) (OTCQB: ROOOF) (""Northstar"" or the ""Company"") is pleased...",2022-12-07 15:33:14.763348
/news-releases/nisun-international-receives-nasdaq-minimum-bid-price-requirement-extension-301686381.html,,"Nisun International Enterprise Development Group Co., Ltd (NASDAQ: NISN) (""Nisun"" or the ""Company""), announced today that on November 22, 2022, it...",2022-12-07 15:33:14.763348
/news-releases/inspira-technologies-reports-third-quarter-2022-financial-results-301686372.html,,"Inspira Technologies OXY B.H.N. Ltd. (Nasdaq: IINN) (Nasdaq: IINNW) (the ""Company"" or ""Inspira Technologies""), a groundbreaking respiratory support...",2022-12-07 15:33:14.763348
/news-releases/amgen-announces-webcast-of-2022-evercore-isi-healthcare-conference-301686457.html,,"Amgen (NASDAQ:AMGN) will present at the Evercore ISI HealthCONx Conference at 11:20 a.m. ET on Tuesday, November 29, 2022. David M. Reese, M.D.,...",2022-12-07 15:33:14.763348
/news-releases/newark-public-schools-launches-aviation-program-with-aviation-institute-of-maintenance-301686467.html,,"The Newark Board of Education (NBOE) approved a strategic partnership with the Aviation Institute of Maintenance (AIM), of Teterboro, New Jersey. AIM ...",2022-12-07 15:33:14.763348
/news-releases/global-vehicle-to-vehicle-v2v-communication-global-market-to-reach-32-9-billion-by-2026-at-a-13-3-cagr-301686442.html,,"The ""Vehicle-to-Vehicle (V2V) Communication Global Market Report 2022 , Vehicle Type, Connectivity, Deployment Type, Application"" report has been...",2022-12-07 15:33:14.763348
/news-releases/plastic-surgeon-gives-botox-for-food-dr-javad-sajan-reviews-301686517.html,,"On October 24, Allure Esthetic and the Zera Foundation launched a food drive to raise food and funds for local shelters and families in need this...",2022-12-07 15:33:14.763348
/news-releases/whether-sharing-his-story-to-tell-or-breaking-new-ground-with-the-revolutionary-storybook-richard-runyons-legacy-is-something-to-behold-301686484.html,,"There is no doubt that 2022 is Richard Runyon's year, and 2023 is shaping up to be even better. In a short time, Mr. Runyon's statement of success...",2022-12-07 15:33:14.763348
/news-releases/china-automotive-integrated-die-casting-industry-research-report-2022-lower-costs--higher-production-efficiency-and-performance-driving-adoption-301686439.html,,"The ""China Automotive Integrated Die Casting Industry Research Report, 2022"" report has been added to ResearchAndMarkets.com's offering. Integrated...",2022-12-07 15:33:14.763348
/news-releases/cloudwalk-launches-infinitebank-and-aims-to-go-beyond-banking-301686510.html,,"CloudWalk is thrilled to announce a new market positioning for InfinitePay. With InfiniteBank, the company will now offer a full range of banking and ...",2022-12-07 15:33:14.763348
/news-releases/canada-releases-its-2022-new-wheat-crop-report-301686509.html,,"WINNIPEG, MB, Nov. 23, 2022 /PRNewswire/ - Each fall, farmers work against the clock to harvest their wheat crops. It's then up to the technical...",2022-12-07 15:33:14.763348
/news-releases/cloud-9-software-acquires-practice-management-platform-focus-ortho-301686407.html,,"On November 18, 2022, Cloud 9 Software, the leading provider of cloud-based practice management systems for orthodontists, pediatric dentists, and...",2022-12-07 15:33:14.763348
/news-releases/global-packaging-sustainable-films-markets-2021-2022--2031-increasing-demand-for-mono-material-plastic-packaging-key-start-ups-in-the-ecosystem--opportunities-in-bioplastics-trends-301686438.html,,"The ""Sustainable Films for Packaging Market - A Global and Regional Analysis: Focus on Material, Applications, and Region - Analysis and Forecast,...",2022-12-07 15:33:14.763348
/news-releases/new-spanish-production-entity-psychodelux-media-makes-moves-by-partnering-with-seasoned-hollywood-producers-as-they-establish-themselves-in-the-emerging-spanish-film-and-tv-industry-301686508.html,,Spain's PsychoDeLuX Media along with Peter Block and Cory Neal's A Bigger Boat have come together alongside former MGM President of Domestic...,2022-12-07 15:33:14.763348
/news-releases/time-equities-inc-closes-on-a-35-000-000-construction-loan-for-phase-ii-of-its-villas-at-suncrest-residential-community-in-panama-city-beach-fl-301686507.html,,"International real estate Time Equities, Inc. (TEI) announced that it has closed on a $35,000,000 construction loan for the development of Phase II...",2022-12-07 15:33:14.763348
/news-releases/bithumb-lists-alt-the-governance-token-of-gamefi-project-archloot-301686506.html,,"ArchLoot, a GameFi project built on BNB Chain, has announced that its governance token $ALT had been live on the cryptocurrency exchange Bithumb's...",2022-12-07 15:33:14.763348
/news-releases/native-american-basketball-invitational-nabi-to-be-honored-by-phoenix-suns-and-phoenix-mercury-for-20-year-history-301686505.html,,"The Native American Basketball Invitational (NABI) was honored during the Phoenix Suns game on Tuesday, November 22, 2022. Founded by Mark West, a...",2022-12-07 15:33:14.763348
/news-releases/nationally-ranked-rosen-law-firm-encourages-silvergate-capital-corporation-investors-to-inquire-about-securities-class-action-investigation--si-301685372.html,,"WHY: Rosen Law Firm, a global investor rights law firm, continues to investigate potential securities claims on behalf of shareholders of Silvergate...",2022-12-07 15:33:14.763348
/news-releases/risk-analytics-market-by-component-risk-type-deployment-mode-organization-size-vertical-and-region---global-forecast-to-2027-301686436.html,,"The ""Risk Analytics Market by Component (Software (ETL Tools, Risk Calculation Engines, GRC Software) and Services), Risk Type (Strategic Risk,...",2022-12-07 15:33:14.763348
/news-releases/bithumb-lists-alt-the-governance-token-of-gamefi-project-archloot-301686504.html,,"ArchLoot, a GameFi project built on BNB Chain, has announced that its governance token $ALT had been live on the cryptocurrency exchange Bithumb's...",2022-12-07 15:33:14.763348
/news-releases/new-spanish-production-entity-psychodelux-media-makes-moves-by-partnering-with-seasoned-hollywood-producers-as-they-establish-themselves-in-the-emerging-spanish-film-and-tv-industry-301686502.html,,Spain's PsychoDeLuX Media along with Peter Block and Cory Neal's A Bigger Boat have come together alongside former MGM President of Domestic...,2022-12-07 15:33:14.763348
/news-releases/global-nut-products-market-report-2022-to-2027-expanding-application-spectrum-for-nuts-and-derivatives-presents-opportunities-301686435.html,,"The ""Nut Products Market by Product Type (Nut Butter, Nut Paste/Marzipan Paste/Persipan Paste, Nut Fillings with Cocoa, Nut Fillings without Cocoa,...",2022-12-07 15:33:14.763348
/news-releases/blueroom-simulator-allows-defence-force-medics-to-explore-new-training-frontiers-in-mixed-reality-301686499.html,,"Australian first responder training company Real Response has created the BlueRoom Simulator, a mixed reality system which allows Navy, Army and Air...",2022-12-07 15:33:14.763348
/news-releases/mt-bank-corporation-to-participate-in-the-goldman-sachs-us-financial-services-conference-301686500.html,,"M&T Bank Corporation (NYSE:MTB)(""M&T"") will participate in the Goldman Sachs US Financial Services Conference being held in New York City....",2022-12-07 15:33:14.763348
/news-releases/the-us-ukraine-foundation-and-embassy-of-ukraine-in-the-usa-present-dc-premiere-of-freedom-on-fire-ukraines-fight-for-freedom-301686501.html,,"The U.S.-Ukraine Foundation (USUF) and the Embassy of Ukraine in the USA will present the Washington, D.C. premiere of Freedom on Fire: Ukraine's...",2022-12-07 15:33:14.763348
/news-releases/aircraft-seating-market-by-class-end-use-aircraft-type-materials-components-and-region---global-forecast-to-2027-301686406.html,,"The ""Aircraft Seating Market by Class (Business, First, Premium Economy, and Economy), End Use (OEM, Aftermarket, and MRO), Aircraft Type (NBA, WBA,...",2022-12-07 15:33:14.763348
/news-releases/inventhelp-inventor-develops-a-discrete-feminine-hygiene-product-occ-1198-301676054.html,,"""I was at work and needed to change my tampon and I was wishing that it didn't look that gross when disposing it,"" said an inventor from Ontario,...",2022-12-07 15:33:14.763348
/news-releases/i-am-als-and-veterans-with-als-send-an-open-letter-to-fda-requesting-an-advisory-committee-meeting-to-discuss-nurown-301686494.html,,To the Honorable Dr. Robert Califf and Dr. Peter Marks: We represent Veterans with ALS who support Brainstorm Cell Therapeutics' request for the FDA...,2022-12-07 15:33:14.763348
/news-releases/oral-drug-delivery-global-market-report-2022-nanotechnology-presents-lucrative-opportunities-for-growth-301686401.html,,"The ""Oral Drug Delivery Market - Forecasts from 2022 to 2027"" report has been added to ResearchAndMarkets.com's offering. People are embracing a more ...",2022-12-07 15:33:14.763348
/news-releases/inventhelp-inventor-develops-ostomy-pouch-cleaning-tool-rcf-106-301676581.html,,"""I wanted to create a more thorough and sanitary method for removing waste matter from an ostomy pouch,"" said an inventor, from Pine Valley, N.Y.,...",2022-12-07 15:33:14.763348
/news-releases/super-soccer-game-is-live-on-liveme-during-world-cup-2022-301686487.html, ,"Recently, LiveMe released the Super Soccer Game as part of World Cup celebrations for LiveMe fans. Super Soccer is a competitive game with...",2022-12-07 15:33:14.763348
/news-releases/early-detection-and-robotic-technology-helped-save-texas-health-patient-april-boudreaus-life-301686486.html,,April Boudreau wasn't sure she had it in her to battle cancer again. November is Lung Cancer Awareness Month. Early detection and robotic technology...,2022-12-07 15:33:14.763348
/news-releases/worldwide-controlled-environment-ppe-industry-insights-to-2026---product-innovation-includes-eco-friendly-biodegradable-washable-and-anti-static-products-offering-301686399.html,,"The ""Controlled Environment PPE Growth Opportunities"" report has been added to ResearchAndMarkets.com's offering. In 2021, the global controlled...",2022-12-07 15:33:14.763348
