Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-06-10 00:00:00-04:00,139.85342792338926,140.33196405447757,136.64321825307601,136.7130126953125,91437900,0.0,0
2022-06-13 00:00:00-04:00,132.46593780652177,134.7888541080491,131.0402937347601,131.4789581298828,122207100,0.0,0
2022-06-14 00:00:00-04:00,132.72516265725096,133.48284605572456,131.08017110397645,132.3562774658203,84784300,0.0,0
2022-06-15 00:00:00-04:00,133.88162524105692,136.92235341124507,131.75811279137469,135.01815795898438,91533000,0.0,0
2022-06-16 00:00:00-04:00,131.67835125762866,131.98740612470633,128.64758727023528,129.66448974609375,108123900,0.0,0
2022-06-17 00:00:00-04:00,129.6744681514834,132.67530935109914,129.41524906812032,131.15992736816406,134520300,0.0,0
2022-06-21 00:00:00-04:00,133.01427106236102,136.64320129865465,132.9145842874641,135.45681762695312,81000500,0.0,0
2022-06-22 00:00:00-04:00,134.38010567255995,137.34107531248333,133.5027920398187,134.93841552734375,73409200,0.0,0
2022-06-23 00:00:00-04:00,136.40394549077536,138.16855206887655,135.21756177887553,137.8495330810547,72433800,0.0,0
2022-06-24 00:00:00-04:00,139.47457499849813,141.47847256843522,139.344980657141,141.22923278808594,89116800,0.0,0
2022-06-27 00:00:00-04:00,142.2660635808878,143.0536698057293,140.54132856033974,141.22923278808594,70207900,0.0,0
2022-06-28 00:00:00-04:00,141.69780492676145,142.98387550113446,136.90243398226752,137.02206420898438,67083400,0.0,0
2022-06-29 00:00:00-04:00,137.04200346765757,140.24223363375714,136.25439726610963,138.80661010742188,66242400,0.0,0
2022-06-30 00:00:00-04:00,136.83263208417065,137.949221372376,133.36321878696964,136.3042449951172,98964500,0.0,0
2022-07-01 00:00:00-04:00,135.62629640698464,138.61717342331295,135.24746232933964,138.50750732421875,71051600,0.0,0
2022-07-05 00:00:00-04:00,137.35106345507765,141.17938285927693,136.51360622534293,141.12953186035156,73353800,0.0,0
2022-07-06 00:00:00-04:00,140.92016432069218,143.681729868042,140.6509811243744,142.48538208007812,74064300,0.0,0
2022-07-07 00:00:00-04:00,142.85426068139316,146.10435703635997,142.84429656699703,145.90496826171875,66253700,0.0,0
2022-07-08 00:00:00-04:00,144.81826386712297,147.1013085749407,144.55905999462664,146.5928497314453,64547800,0.0,0
2022-07-11 00:00:00-04:00,145.22702893329244,146.19408046837245,143.34277686015076,144.42945861816406,63141600,0.0,0
2022-07-12 00:00:00-04:00,145.31674088440934,147.99856307491393,144.60890850106705,145.41644287109375,77588800,0.0,0
2022-07-13 00:00:00-04:00,142.55517929229885,146.00464906836694,141.68781457889983,145.04757690429688,71185600,0.0,0
2022-07-14 00:00:00-04:00,143.6418741704605,148.49706029583317,142.81439626192045,148.01852416992188,78140700,0.0,0
2022-07-15 00:00:00-04:00,149.324519723378,150.40123728271143,147.74932265763394,149.7133331298828,76259900,0.0,0
2022-07-18 00:00:00-04:00,150.2816256802703,151.1091035888747,146.25390225073536,146.62278747558594,81420900,0.0,0
2022-07-19 00:00:00-04:00,147.47018154675837,150.77011358385616,146.46325837796405,150.5408172607422,82982400,0.0,0
2022-07-20 00:00:00-04:00,150.66045581308373,153.2525555836581,149.91273648069367,152.57461547851562,64823400,0.0,0
2022-07-21 00:00:00-04:00,154.03017271946675,155.0969262014118,151.4779599938253,154.87759399414062,65086600,0.0,0
2022-07-22 00:00:00-04:00,154.9174639736648,155.80475690708397,152.94348934213212,153.6214141845703,66675400,0.0,0
2022-07-25 00:00:00-04:00,153.5416680281462,154.5685347009658,151.81693301637966,152.48489379882812,53623900,0.0,0
2022-07-26 00:00:00-04:00,151.79697369609957,152.6244515015757,150.34142205746429,151.1389923095703,55138700,0.0,0
2022-07-27 00:00:00-04:00,152.11601284560462,156.8515683073005,151.69729187237277,156.31320190429688,78620700,0.0,0
2022-07-28 00:00:00-04:00,156.50263578343228,157.1606324426124,153.94045879828096,156.87152099609375,81378700,0.0,0
2022-07-29 00:00:00-04:00,160.7496810776541,163.13241257463397,159.01496687168523,162.01580810546875,101786900,0.0,0
2022-08-01 00:00:00-04:00,160.52036509832863,163.09252117561905,160.40073488481332,161.0188446044922,67829400,0.0,0
2022-08-02 00:00:00-04:00,159.61314485544992,161.91611775288482,159.1445729000321,159.52340698242188,59907000,0.0,0
2022-08-03 00:00:00-04:00,160.35089484028686,166.083409552577,160.2611721740242,165.62481689453125,82507500,0.0,0
2022-08-04 00:00:00-04:00,165.50517491057096,166.68159456040644,163.9299777052186,165.3057861328125,55474100,0.0,0
2022-08-05 00:00:00-04:00,162.93971651353576,165.57534383079556,162.73005758935318,165.076171875,56697000,0.23,0
2022-08-08 00:00:00-04:00,166.0944701995919,167.53208785668818,163.92806575898842,164.59695434570312,60276900,0.0,0
2022-08-09 00:00:00-04:00,163.74836247351178,165.5453844494596,162.97963344395,164.64686584472656,63135500,0.0,0
2022-08-10 00:00:00-04:00,167.402302730013,169.05955730846873,166.62359568394717,168.95973205566406,70170500,0.0,0
2022-08-11 00:00:00-04:00,169.77836000817638,170.70682775010692,167.91146180297088,168.21096801757812,57149200,0.0,0
2022-08-12 00:00:00-04:00,169.5387643636264,171.88486333251956,169.11944653013776,171.8149871826172,68039400,0.0,0
2022-08-15 00:00:00-04:00,171.2359504935509,173.10284871727785,171.06623385807742,172.90318298339844,54091700,0.0,0
2022-08-16 00:00:00-04:00,172.49385275303948,173.42232047417798,171.37571249263212,172.74343872070312,56377100,0.0,0
2022-08-17 00:00:00-04:00,172.4838744257244,175.85826634245387,172.28420869872858,174.26092529296875,79542000,0.0,0
2022-08-18 00:00:00-04:00,173.46225604993703,174.61034546419793,172.83329450579237,173.86158752441406,62290100,0.0,0
2022-08-19 00:00:00-04:00,172.7434404308192,173.45227128874944,171.02628773761222,171.23594665527344,70346300,0.0,0
2022-08-22 00:00:00-04:00,169.408979934634,169.57869657072,166.8631999263058,167.29249572753906,69026800,0.0,0
2022-08-23 00:00:00-04:00,166.80330321215317,168.43060866897252,166.3740074071035,166.9530487060547,54147100,0.0,0
2022-08-24 00:00:00-04:00,167.04290453472152,167.83158949349544,165.97466927601403,167.25254821777344,53841500,0.0,0
2022-08-25 00:00:00-04:00,168.5004832036769,169.85823152491722,168.0712026362684,169.7484130859375,51218200,0.0,0
2022-08-26 00:00:00-04:00,170.28751615942616,170.76671693740585,163.28911608916886,163.34901428222656,78961000,0.0,0
2022-08-29 00:00:00-04:00,160.8831171219248,162.63021898743415,159.55533310963472,161.1127471923828,73314000,0.0,0
2022-08-30 00:00:00-04:00,161.86150395493547,162.2907845266709,157.45880362989854,158.64683532714844,77906200,0.0,0
